Tournament,Year,Date,Location,Division,DivisionTier,Place,Award,GlasswareType,Team,Player1,Player2
"USAR Mountain Regionals","2025","2025-08-16","Pleasant Grove, UT, US","4.0-4.5 Open (Contender)","Lower Division (Medals)",2,"🥈 Silver Medal","None","Level 0","Kody Price","Peter Barton"
"USAR Mountain Regionals","2025","2025-08-16","Pleasant Grove, UT, US","4.0-4.5 Open (Contender)","Lower Division (Medals)",3,"🥉 Bronze Medal","None","KC Pitmasters","Jamisen Wrinkle","Anil Patel"
"USAR Mountain Regionals","2025","2025-08-16","Pleasant Grove, UT, US","4.0-4.5 Open (Contender)","Lower Division (Medals)",4,"4th Place (No Award)","None","On One","William Fluckiger","Christopher Marcusen"
"USAR Boston Sectional 2025","2025","2025-08-23","Newton, MA, US","Open 5.0 (Bronze+/Premier)","Lower Division (Medals)",1,"🥇 Gold Medal","None","Suns N’ Roses ","Sunny Gu","Kieran Rose"
"USAR Boston Sectional 2025","2025","2025-08-23","Newton, MA, US","Open 5.0 (Bronze+/Premier)","Lower Division (Medals)",2,"🥈 Silver Medal","None","Crave","Andrew Nee","Sam Diani"
"USAR Boston Sectional 2025","2025","2025-08-23","Newton, MA, US","Open 5.0 (Bronze+/Premier)","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Sweaty","Justin Shaytar","Alex Newton"
"USAR Boston Sectional 2025","2025","2025-08-23","Newton, MA, US","Open 5.0 (Bronze+/Premier)","Lower Division (Medals)",4,"4th Place (No Award)","None","Juicebox Guys","Andrew Greer","Henry Pilliod"
"USAR Boston Sectional 2025","2025","2025-08-23","Newton, MA, US","Mixed Advanced 4.0+ (Sunday)","Lower Division (Medals)",1,"🥇 Gold Medal","None","gale & gu","Sunny Gu","Abigale Lamontagne"
"USAR Boston Sectional 2025","2025","2025-08-23","Newton, MA, US","Mixed Advanced 4.0+ (Sunday)","Lower Division (Medals)",2,"🥈 Silver Medal","None","Go Fetch","Kyle Fowler","Tess Dolan"
"USAR Boston Sectional 2025","2025","2025-08-23","Newton, MA, US","Mixed Advanced 4.0+ (Sunday)","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Style","Malia Wanderer","Henry Pilliod"
"USAR Boston Sectional 2025","2025","2025-08-23","Newton, MA, US","Mixed Advanced 4.0+ (Sunday)","Lower Division (Medals)",4,"4th Place (No Award)","None","Bananas","Katheleen Phan","Sam Diani"
"USAR Boston Sectional 2025","2025","2025-08-23","Newton, MA, US","Women's Advanced 4.5+","Lower Division (Medals)",1,"🥇 Gold Medal","None","JwanderinJ","Malia Wanderer","Jhanaj Quispe"
"USAR Boston Sectional 2025","2025","2025-08-23","Newton, MA, US","Women's Advanced 4.5+","Lower Division (Medals)",2,"🥈 Silver Medal","None","Jack and the Beanstalk","Tess Dolan","Abby Norris"
"USAR Boston Sectional 2025","2025","2025-08-23","Newton, MA, US","Women's Advanced 4.5+","Lower Division (Medals)",3,"🥉 Bronze Medal","None","That'll Play","Hannah Radell","Katheleen Phan"
"USAR Boston Sectional 2025","2025","2025-08-23","Newton, MA, US","Women's Advanced 4.5+","Lower Division (Medals)",4,"4th Place (No Award)","None","hordearii","Sabine Lucas","Karly Bigham"
"USAR Boston Sectional 2025","2025","2025-08-23","Newton, MA, US","Open 4.5+ (Contender)","Lower Division (Medals)",1,"🥇 Gold Medal","None","Justice league","Brendon Hanson","Lance Markowitz"
"USAR Boston Sectional 2025","2025","2025-08-23","Newton, MA, US","Open 4.5+ (Contender)","Lower Division (Medals)",2,"🥈 Silver Medal","None","Medical Intervention","Riyan Farhat","John Muirhead"
"USAR Boston Sectional 2025","2025","2025-08-23","Newton, MA, US","Open 4.5+ (Contender)","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Freak n' Tweak","Sreesai Katiki","Samuel Panek"
"USAR Boston Sectional 2025","2025","2025-08-23","Newton, MA, US","Open 4.5+ (Contender)","Lower Division (Medals)",4,"4th Place (No Award)","None","Big Rotate","Isaiah Milgroom","Jason Mcgrath"
"USAR Boston Sectional 2025","2025","2025-08-23","Newton, MA, US","Open 3.0-4.0 (Intermediate/Advanced)","Lower Division (Medals)",1,"🥇 Gold Medal","None","👍👍","Andrew Ekren","Francis DeWander"
"USAR Boston Sectional 2025","2025","2025-08-23","Newton, MA, US","Open 3.0-4.0 (Intermediate/Advanced)","Lower Division (Medals)",2,"🥈 Silver Medal","None","R Squared","Ryan Kennedy","Ryan Rich"
"USAR Boston Sectional 2025","2025","2025-08-23","Newton, MA, US","Open 3.0-4.0 (Intermediate/Advanced)","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Parakeet Y","Dante Uccello","Nick Richardson"
"USAR Boston Sectional 2025","2025","2025-08-23","Newton, MA, US","Open 3.0-4.0 (Intermediate/Advanced)","Lower Division (Medals)",4,"4th Place (No Award)","None","Rim Reapers","Alex West","Jonathan Hwa"
"CASR Vinetown Spikedown(Adventure Tournament)","2025","2025-09-05","Paso Robles, CA, US","Main Division","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Elle's Lovers","Joelle Nguyen","Connor Nelson"
"CASR Vinetown Spikedown(Adventure Tournament)","2025","2025-09-05","Paso Robles, CA, US","Main Division","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Kryan at the Klub","Ryan Oswalt","Karah Hui"
"CASR Vinetown Spikedown(Adventure Tournament)","2025","2025-09-05","Paso Robles, CA, US","Main Division","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Agatha Tamers","Schon Siguenza","Trevor Barbosa"
"CASR Vinetown Spikedown(Adventure Tournament)","2025","2025-09-05","Paso Robles, CA, US","Main Division","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","L Reece","Reece Greer","Elle Lowe"
"MRS Championship/MRS Co-Ed Championship 2025","2025","2025-09-13","Columbus, OH, US","5.0 Premier/Bronze+","Lower Division (Medals)",1,"🥇 Gold Medal","None","Limitless","Ryan Marino","Aleks Essen"
"MRS Championship/MRS Co-Ed Championship 2025","2025","2025-09-13","Columbus, OH, US","5.0 Premier/Bronze+","Lower Division (Medals)",2,"🥈 Silver Medal","None","FreeELO","Clifford Amadeo LeVeque","Nick Evanko"
"MRS Championship/MRS Co-Ed Championship 2025","2025","2025-09-13","Columbus, OH, US","5.0 Premier/Bronze+","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Boomstick McDoom","Jackson Wood","Taaron Rudzitis"
"MRS Championship/MRS Co-Ed Championship 2025","2025","2025-09-13","Columbus, OH, US","5.0 Premier/Bronze+","Lower Division (Medals)",4,"4th Place (No Award)","None","Cumboblatted ","Justin Barr","Tim Lacagnina"
"MRS Championship/MRS Co-Ed Championship 2025","2025","2025-09-13","Columbus, OH, US","4.0 Contender","Lower Division (Medals)",1,"🥇 Gold Medal","None","The Beans","Jackson Carpenter","Salvatore Guagenti"
"MRS Championship/MRS Co-Ed Championship 2025","2025","2025-09-13","Columbus, OH, US","4.0 Contender","Lower Division (Medals)",2,"🥈 Silver Medal","None","Short n Skinny","Nathan Warner","Gio DeBlasi"
"MRS Championship/MRS Co-Ed Championship 2025","2025","2025-09-13","Columbus, OH, US","4.0 Contender","Lower Division (Medals)",3,"🥉 Bronze Medal","None","New kids on the block","Tommy Richard","Daniel Gutierrez"
"MRS Championship/MRS Co-Ed Championship 2025","2025","2025-09-13","Columbus, OH, US","4.0 Contender","Lower Division (Medals)",4,"4th Place (No Award)","None","Comeback Cats","Henry Cheung","Liam Arnold"
"Smoothie King Cup 2025 - USAR Sectional - ERS Major","2025","2025-09-13","Albany, NY, US","Open Premier/Bronze+","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Profit Boost","Justin Shaytar","Kieran Rose"
"Smoothie King Cup 2025 - USAR Sectional - ERS Major","2025","2025-09-13","Albany, NY, US","Open Premier/Bronze+","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Big Blind","Henry Pilliod","Tyler Fernandez"
"Smoothie King Cup 2025 - USAR Sectional - ERS Major","2025","2025-09-13","Albany, NY, US","Open Premier/Bronze+","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","tich","Sunny Gu","Sam Diani"
"Smoothie King Cup 2025 - USAR Sectional - ERS Major","2025","2025-09-13","Albany, NY, US","Open Premier/Bronze+","Top Tier (Glassware)",4,"4th Place (No Award)","None","Risk","Jackson Biggs","Andrew Nee"
"Smoothie King Cup 2025 - USAR Sectional - ERS Major","2025","2025-09-13","Albany, NY, US","2.0-3.0 Open/Intermediate","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Fusion","Magnuss Clouser","Patrick Guildner"
"Smoothie King Cup 2025 - USAR Sectional - ERS Major","2025","2025-09-13","Albany, NY, US","2.0-3.0 Open/Intermediate","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Trash a Burgle","Lydia Andusko","Brian Rooney"
"Smoothie King Cup 2025 - USAR Sectional - ERS Major","2025","2025-09-13","Albany, NY, US","2.0-3.0 Open/Intermediate","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Slim Pickens","Max Cavallaro","Evan Kaskawits"
"Smoothie King Cup 2025 - USAR Sectional - ERS Major","2025","2025-09-13","Albany, NY, US","2.0-3.0 Open/Intermediate","Top Tier (Glassware)",4,"4th Place (No Award)","None","Booty bandit","Alec Mauro","Joshua Scaria"
"Smoothie King Cup 2025 - USAR Sectional - ERS Major","2025","2025-09-13","Albany, NY, US","4.0-4.5 Open/Contender","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Tiongko","Vince Hackl","Maxwell Riseman"
"Smoothie King Cup 2025 - USAR Sectional - ERS Major","2025","2025-09-13","Albany, NY, US","4.0-4.5 Open/Contender","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Control Freaks","Abigale Lamontagne","Mitchell Whelan"
"Smoothie King Cup 2025 - USAR Sectional - ERS Major","2025","2025-09-13","Albany, NY, US","4.0-4.5 Open/Contender","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","IZAK & GEORGE :P","george reagan","izak krajeski"
"Smoothie King Cup 2025 - USAR Sectional - ERS Major","2025","2025-09-13","Albany, NY, US","4.0-4.5 Open/Contender","Top Tier (Glassware)",4,"4th Place (No Award)","None","tbd","Scotty McCabe","Noah Malewicki"
"Smoothie King Cup 2025 - USAR Sectional - ERS Major","2025","2025-09-13","Albany, NY, US","Sunday Mixed","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Look at the Ball","Mike Hamilton","Kelsey Higgins"
"Smoothie King Cup 2025 - USAR Sectional - ERS Major","2025","2025-09-13","Albany, NY, US","Sunday Mixed","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Dirty Dan & Pinhead Larry","Erin Riley","Daniel Krupp"
"Smoothie King Cup 2025 - USAR Sectional - ERS Major","2025","2025-09-13","Albany, NY, US","Sunday Mixed","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Future CPAs 👩‍💼 👨‍💼 ","Megan Dwire","Spencer James"
"Smoothie King Cup 2025 - USAR Sectional - ERS Major","2025","2025-09-13","Albany, NY, US","Sunday Mixed","Top Tier (Glassware)",4,"4th Place (No Award)","None","🎲 Up","emily stewart","Dylan McLeer"
"USAR Sectional","2025","2025-09-13","Fort Collins, CO, US","Open Bronze (5.0+)","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Maggies' Angels","Brandon Spector","Andre Reynolds"
"USAR Sectional","2025","2025-09-13","Fort Collins, CO, US","Open Bronze (5.0+)","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Flow state","Daniel Champlin","Jake ‏Babbitt"
"USAR Sectional","2025","2025-09-13","Fort Collins, CO, US","Open Bronze (5.0+)","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Team Fwango 3.0","Zack Duffy","Milo Guffey"
"USAR Sectional","2025","2025-09-13","Fort Collins, CO, US","Open Bronze (5.0+)","Top Tier (Glassware)",4,"4th Place (No Award)","None","Irrational","Connor Larsen","Dalee Young"
"USAR Sectional","2025","2025-09-13","Fort Collins, CO, US","Open Contender (4.0-4.5)","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Medical Assistance","Jack Wallace","Nick Ragan"
"USAR Sectional","2025","2025-09-13","Fort Collins, CO, US","Open Contender (4.0-4.5)","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","JB(&)L","Jack Barland","Justin Lim"
"USAR Sectional","2025","2025-09-13","Fort Collins, CO, US","Open Contender (4.0-4.5)","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Spike it or not","John Huntoon","David Ahnfeldt"
"US Roundnet National Championship","2025","2025-10-04","Baltimore, MD, US","3.0-3.5 Open Intermediate-Advanced","Lower Division (Medals)",1,"🥇 Gold Medal","None","Testudo's dream","Caden Unger","Joseph Kunitz"
"US Roundnet National Championship","2025","2025-10-04","Baltimore, MD, US","3.0-3.5 Open Intermediate-Advanced","Lower Division (Medals)",2,"🥈 Silver Medal","None","6238","Joseph Vaisman","Ryan Cheriathundam"
"US Roundnet National Championship","2025","2025-10-04","Baltimore, MD, US","3.0-3.5 Open Intermediate-Advanced","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Ricky Bobby","Ronin Harper","david riedel"
"US Roundnet National Championship","2025","2025-10-04","Baltimore, MD, US","3.0-3.5 Open Intermediate-Advanced","Lower Division (Medals)",4,"4th Place (No Award)","None","Fwangloooww","Lindsey Johanson","Grayson Szarko-Berkhout"
"US Roundnet National Championship","2025","2025-10-04","Baltimore, MD, US","4.0 Women's Advanced","Lower Division (Medals)",1,"🥇 Gold Medal","None","Throw Net","Abby Norris","Maddie Johnston"
"US Roundnet National Championship","2025","2025-10-04","Baltimore, MD, US","4.0 Women's Advanced","Lower Division (Medals)",2,"🥈 Silver Medal","None","the riffraff","Hannah Radell","Christina Nikas"
"US Roundnet National Championship","2025","2025-10-04","Baltimore, MD, US","4.0 Women's Advanced","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Gobby Girls","Jordan Hemmen","Sara Bradshaw"
"US Roundnet National Championship","2025","2025-10-04","Baltimore, MD, US","4.0 Women's Advanced","Lower Division (Medals)",4,"4th Place (No Award)","None","Bite Me Up","Bel Belvedere","Rosie Craven"
"US Roundnet National Championship","2025","2025-10-04","Baltimore, MD, US","4.5 Open Bronze+","Lower Division (Medals)",1,"🥇 Gold Medal","None","Charlie’s Make A Wish Adventure ","Charlie Bratsman","Xande Plaisted"
"US Roundnet National Championship","2025","2025-10-04","Baltimore, MD, US","4.5 Open Bronze+","Lower Division (Medals)",2,"🥈 Silver Medal","None","who.the.flick?","Taaron Rudzitis","Joren Rudzitis"
"US Roundnet National Championship","2025","2025-10-04","Baltimore, MD, US","4.5 Open Bronze+","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Right Hand Rule","Tripp Griffith","Eric Guan"
"US Roundnet National Championship","2025","2025-10-04","Baltimore, MD, US","4.5 Open Bronze+","Lower Division (Medals)",4,"4th Place (No Award)","None","VB⚡️NJ","James Mitchum","Demitri Forand"
"US Roundnet National Championship","2025","2025-10-04","Baltimore, MD, US","5.0 Open Silver+","Lower Division (Medals)",1,"🥇 Gold Medal","None","Centros","Jaxon Gonzalez","Jon Esposo"
"US Roundnet National Championship","2025","2025-10-04","Baltimore, MD, US","5.0 Open Silver+","Lower Division (Medals)",2,"🥈 Silver Medal","None","Inspection","Jake Dooley","John Buchanan"
"US Roundnet National Championship","2025","2025-10-04","Baltimore, MD, US","5.0 Open Silver+","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Screaming Goats","Sean Caufield","Kurt Lannetti"
"US Roundnet National Championship","2025","2025-10-04","Baltimore, MD, US","5.0 Open Silver+","Lower Division (Medals)",4,"4th Place (No Award)","None","Slow Jamz","Isaac Mixon","Andrew Yancey"
"US Roundnet National Championship","2025","2025-10-04","Baltimore, MD, US","6.0 Women's Pro","Lower Division (Medals)",1,"🥇 Gold Medal","None","ABG Scale Theory","Karah Hui","Elle Lowe"
"US Roundnet National Championship","2025","2025-10-04","Baltimore, MD, US","6.0 Women's Pro","Lower Division (Medals)",2,"🥈 Silver Medal","None","don't give a gaf","Joanna Gould","Katheleen Phan"
"US Roundnet National Championship","2025","2025-10-04","Baltimore, MD, US","6.0 Women's Pro","Lower Division (Medals)",3,"🥉 Bronze Medal","None","11:1","Julia Timan","Kalin Morgan"
"US Roundnet National Championship","2025","2025-10-04","Baltimore, MD, US","6.0 Women's Pro","Lower Division (Medals)",4,"4th Place (No Award)","None","meowdy purrtners😸🤠","Tiff Ding","Tess Dolan"
"US Roundnet National Championship","2025","2025-10-04","Baltimore, MD, US","6.0 Open Pro","Lower Division (Medals)",1,"🥇 Gold Medal","None","Rogue","Thomas Hamilton","Ryan Marino"
"US Roundnet National Championship","2025","2025-10-04","Baltimore, MD, US","6.0 Open Pro","Lower Division (Medals)",2,"🥈 Silver Medal","None","Drawing Dead","Tyler Fernandez","Kieran Rose"
"US Roundnet National Championship","2025","2025-10-04","Baltimore, MD, US","6.0 Open Pro","Lower Division (Medals)",3,"🥉 Bronze Medal","None","J.A.R.V.I.S.","Connor Nelson","Josh Fragiacomo"
"US Roundnet National Championship","2025","2025-10-04","Baltimore, MD, US","6.0 Open Pro","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Party Fowl","Kyle Fowler","Cole Maddox"
"US Roundnet National Championship","2025","2025-10-04","Baltimore, MD, US","4.5+ Mixed Bronze+ [Sunday]","Lower Division (Medals)",1,"🥇 Gold Medal","None","20 toes down(with some touching!)","Grant Marshall","Tiff Ding"
"US Roundnet National Championship","2025","2025-10-04","Baltimore, MD, US","4.5+ Mixed Bronze+ [Sunday]","Lower Division (Medals)",2,"🥈 Silver Medal","None","sendy","Drew Ryder","Rosie Craven"
"US Roundnet National Championship","2025","2025-10-04","Baltimore, MD, US","4.5+ Mixed Bronze+ [Sunday]","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Redacted","Matt Wallach","Liliko Uchida"
"US Roundnet National Championship","2025","2025-10-04","Baltimore, MD, US","4.5+ Mixed Bronze+ [Sunday]","Lower Division (Medals)",4,"4th Place (No Award)","None","Duck Duck Goose","Caedon Gibson","Hui Ying Stradiot"
"US Roundnet National Championship","2025","2025-10-04","Baltimore, MD, US","6.0 Mixed Pro [Sunday]","Lower Division (Medals)",1,"🥇 Gold Medal","None","Nelson / Lowe","Elle Lowe","Connor Nelson"
"US Roundnet National Championship","2025","2025-10-04","Baltimore, MD, US","6.0 Mixed Pro [Sunday]","Lower Division (Medals)",2,"🥈 Silver Medal","None","Bostimoreans","Malia Wanderer","Ryan Gross"
"US Roundnet National Championship","2025","2025-10-04","Baltimore, MD, US","6.0 Mixed Pro [Sunday]","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Picone/Phan","Will Picone","Katheleen Phan"
"US Roundnet National Championship","2025","2025-10-04","Baltimore, MD, US","6.0 Mixed Pro [Sunday]","Lower Division (Medals)",4,"4th Place (No Award)","None","Love of Holly’s Life & Kieran","Kieran Rose","Karah Hui"
"US Roundnet National Championship","2025","2025-10-04","Baltimore, MD, US","4.0 Open (Contender)","Lower Division (Medals)",1,"🥇 Gold Medal","None","🥇 Come, 1st Serve","Evan Liao","Caedon Gibson"
"US Roundnet National Championship","2025","2025-10-04","Baltimore, MD, US","4.0 Open (Contender)","Lower Division (Medals)",2,"🥈 Silver Medal","None","Washed premier","Hayden Goedert","Joseph Yu"
"US Roundnet National Championship","2025","2025-10-04","Baltimore, MD, US","4.0 Open (Contender)","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Gentle Servers","Ryan Lacilla","Brooks Weeks"
"US Roundnet National Championship","2025","2025-10-04","Baltimore, MD, US","4.0 Open (Contender)","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Balls to the Walls","Zach Young","James Pollock"
"2025 Utah Championships","2025","2025-10-11","American Fork, UT, US","4.5 Elite","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","The 4 Tempers","Garrett Carver","Taylor Church"
"2025 Utah Championships","2025","2025-10-11","American Fork, UT, US","4.5 Elite","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Bucketeers","Trevor Zaleski","Matt Barlow"
"2025 Utah Championships","2025","2025-10-11","American Fork, UT, US","4.5 Elite","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Focus","Zachary Frisch","Xande Plaisted"
"2025 Utah Championships","2025","2025-10-11","American Fork, UT, US","4.5 Elite","Top Tier (Glassware)",4,"4th Place (No Award)","None","Peter Pan and Captain Cook","Peter Barton","Luke Cook"
"2025 Utah Championships","2025","2025-10-11","American Fork, UT, US","4.0 Advanced","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Netchix","Anne Marie Gibbs","June Cazier"
"2025 Utah Championships","2025","2025-10-11","American Fork, UT, US","4.0 Advanced","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","The Empire Spikes Back","Justin Tobin","Ben Hansen"
"2025 Utah Championships","2025","2025-10-11","American Fork, UT, US","4.0 Advanced","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Ball Blasters","Houston Finch","Cooper Johnson"
"2025 Utah Championships","2025","2025-10-11","American Fork, UT, US","4.0 Advanced","Top Tier (Glassware)",4,"4th Place (No Award)","None","Corbin / Jax","Corbin Cote","Jaxton Peterson"
"CASR SLO Regionals #3","2025","2025-11-01","San Luis Obispo, CA, US","4.5 Contender","Lower Division (Medals)",1,"🥇 Gold Medal","None","ULTRON","Alexander Bloomer","Theo Maiorca"
"CASR SLO Regionals #3","2025","2025-11-01","San Luis Obispo, CA, US","4.5 Contender","Lower Division (Medals)",2,"🥈 Silver Medal","None","Jake Wannabes","YONAH LIGHT","Liam Martinez"
"CASR SLO Regionals #3","2025","2025-11-01","San Luis Obispo, CA, US","4.5 Contender","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Spandex Lamb Tube","Ethan Kwok","Jake Eichenseer"
"CASR SLO Regionals #3","2025","2025-11-01","San Luis Obispo, CA, US","4.5 Contender","Lower Division (Medals)",4,"4th Place (No Award)","None","Cooper Carries","Blake Kasama","Cooper Patcheak"
"CASR SLO Regionals #3","2025","2025-11-01","San Luis Obispo, CA, US","5.0 Expert","Lower Division (Medals)",1,"🥇 Gold Medal","None","Utinni!","Jake Woolley","Reece Greer"
"CASR SLO Regionals #3","2025","2025-11-01","San Luis Obispo, CA, US","5.0 Expert","Lower Division (Medals)",2,"🥈 Silver Medal","None","We put our girlfriends before roundnet","Alec Galbo","Connor Nelson"
"CASR SLO Regionals #3","2025","2025-11-01","San Luis Obispo, CA, US","5.0 Expert","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Guachos","Josh Fragiacomo","Ryan Oswalt"
"CASR SLO Regionals #3","2025","2025-11-01","San Luis Obispo, CA, US","5.0 Expert","Lower Division (Medals)",4,"4th Place (No Award)","None","Anything But Roundnet","Trevor Barbosa","Luke Pennington"
"PRA Halloween Tournament","2025","2025-11-01","Marietta, GA, US","Expert","Lower Division (Medals)",1,"🥇 Gold Medal","None","Clifford/Yancey","Paq Clifford","Andrew Yancey"
"PRA Halloween Tournament","2025","2025-11-01","Marietta, GA, US","Expert","Lower Division (Medals)",2,"🥈 Silver Medal","None","Bergman/Fowler","Kyle Fowler","Neal Bergman"
"PRA Halloween Tournament","2025","2025-11-01","Marietta, GA, US","Expert","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Hunny Jar","Peyton Stack","Ben Savage"
"PRA Halloween Tournament","2025","2025-11-01","Marietta, GA, US","Expert","Lower Division (Medals)",4,"4th Place (No Award)","None","History Buff","Ben Landes","Blake Van Den Top"
"PRA Halloween Tournament","2025","2025-11-01","Marietta, GA, US","Contender","Lower Division (Medals)",1,"🥇 Gold Medal","None","Justin/Sean","Sean Santos","Justin Ah Chow"
"PRA Halloween Tournament","2025","2025-11-01","Marietta, GA, US","Contender","Lower Division (Medals)",2,"🥈 Silver Medal","None","Oval Office","Will Blass","Anthony Schenk"
"PRA Halloween Tournament","2025","2025-11-01","Marietta, GA, US","Contender","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Survivors","Hudson Powers","Zeke Beckford"
"PRA Halloween Tournament","2025","2025-11-01","Marietta, GA, US","Contender","Lower Division (Medals)",4,"4th Place (No Award)","None","Cowabunga 🤙🏼","Parker Mckinney","Connar Kloehn"
"USA vs Canada Championship","2025","2025-11-08","Buffalo, NY, US","Open 2.0-3.0","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Thing 1 and thing 2","Alejandro Serna","Daniel Ospina"
"USA vs Canada Championship","2025","2025-11-08","Buffalo, NY, US","Open 2.0-3.0","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Here to Slay ","Emma Wosik","Anjali Patel"
"USA vs Canada Championship","2025","2025-11-08","Buffalo, NY, US","Open 2.0-3.0","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Caged Beast Mode","Luca Benanti","Michael Giordano"
"USA vs Canada Championship","2025","2025-11-08","Buffalo, NY, US","Open 2.0-3.0","Top Tier (Glassware)",4,"4th Place (No Award)","None","Scotchies ","Mason Hansen","katie evans"
"USA vs Canada Championship","2025","2025-11-08","Buffalo, NY, US","Open 4.0-4.5","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Unc and Unccer","Nic Albornoz","Spencer Argenna"
"USA vs Canada Championship","2025","2025-11-08","Buffalo, NY, US","Open 4.0-4.5","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","ｃｕｔｔｌｅｆｉｓｈ 🐙","Tim Yip","Richard Lam"
"USA vs Canada Championship","2025","2025-11-08","Buffalo, NY, US","Open 4.0-4.5","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","evdeenio","Evan Leatherbarrow","Alden Nash"
"USA vs Canada Championship","2025","2025-11-08","Buffalo, NY, US","Open 4.0-4.5","Top Tier (Glassware)",4,"4th Place (No Award)","None","Vallée/Lapointe-Roy","Laurence Vallée","Adele Lapointe-Roy"
"USA vs Canada Championship","2025","2025-11-08","Buffalo, NY, US","Open 5.0+","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Nelly Shuffle","Connor Nelson","Tyler Fernandez"
"USA vs Canada Championship","2025","2025-11-08","Buffalo, NY, US","Open 5.0+","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Numb","Paq Clifford","Kieran Rose"
"USA vs Canada Championship","2025","2025-11-08","Buffalo, NY, US","Open 5.0+","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Gimme Boys","Maxime Prince","Guillaume Bilodeau"
