Tournament,Year,Date,Location,Division,DivisionTier,Place,Award,GlasswareType,Team,Player1,Player2
"ERS Boston 2024 - A Spikeball Challenger","2024","2024-08-10","Boston, MA, US","Open Advanced 3.5-4.0","Lower Division (Medals)",4,"4th Place (No Award)","None","Freezer Tarps","David Craft","Reuben Philip"
"Illinois State Championship","2024","2024-08-10","Mount Prospect, IL, US","Expert(4.5+)","Lower Division (Medals)",1,"🥇 Gold Medal","None","Bow Bow Bow","Mitch Kelley","Neal Bergman"
"Illinois State Championship","2024","2024-08-10","Mount Prospect, IL, US","Expert(4.5+)","Lower Division (Medals)",2,"🥈 Silver Medal","None","Chorn on the Cob","Clifford Amadeo LeVeque","Chris Wilkins"
"Illinois State Championship","2024","2024-08-10","Mount Prospect, IL, US","Expert(4.5+)","Lower Division (Medals)",3,"🥉 Bronze Medal","None","24 and Me","Louie Simbajon","Joey Reynolds"
"Illinois State Championship","2024","2024-08-10","Mount Prospect, IL, US","Expert(4.5+)","Lower Division (Medals)",4,"4th Place (No Award)","None","Brown Boys","Kenny Velu","Andrew Perez"
"BANG the peoples championship","2024","2024-08-17","Livonia, MI, US","Premier","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Rogue","Thomas Hamilton","Ryan Marino"
"BANG the peoples championship","2024","2024-08-17","Livonia, MI, US","Premier","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Swamp Donkeys","Etienne Cote","Emerson Dean"
"BANG the peoples championship","2024","2024-08-17","Livonia, MI, US","Premier","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Gooey Lipps ","Owen Lippman","Sunny Gu"
"BANG the peoples championship","2024","2024-08-17","Livonia, MI, US","Premier","Top Tier (Glassware)",4,"4th Place (No Award)","None","Babin & Laurin","Tyler Babin","Olivier Laurin"
"BANG the peoples championship","2024","2024-08-17","Livonia, MI, US","Contender","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Deep Dive","Maciah Aldrich","Hayden Carlson"
"BANG the peoples championship","2024","2024-08-17","Livonia, MI, US","Contender","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Single Entendre","Seth Huggard","Josiah McKinney"
"BANG the peoples championship","2024","2024-08-17","Livonia, MI, US","Contender","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Yeti","Jacob Corbett","Sam Dunlevy"
"BANG the peoples championship","2024","2024-08-17","Livonia, MI, US","Contender","Top Tier (Glassware)",4,"4th Place (No Award)","None","t-ball","Tate Geiser","Tommy Oddo"
"Smoothie King Cup - ERS Albany 2024","2024","2024-09-07","Albany, NY, US","Open 3.5-4.0","Lower Division (Medals)",1,"🥇 Gold Medal","None","It’s Nathan Time","Eddie Wu","Nathaniel Cuenca"
"Smoothie King Cup - ERS Albany 2024","2024","2024-09-07","Albany, NY, US","Open 3.5-4.0","Lower Division (Medals)",1,"🥇 Gold Medal","None","Chicago Handshake","David Xu","Riley Chenard"
"Smoothie King Cup - ERS Albany 2024","2024","2024-09-07","Albany, NY, US","Open 3.5-4.0","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Receive these balls","Benigno Mckain","Will Janusz"
"Smoothie King Cup - ERS Albany 2024","2024","2024-09-07","Albany, NY, US","Open 3.5-4.0","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Receive Pressure","Jacob Sisco","Alex Heimov"
"Smoothie King Cup - ERS Albany 2024","2024","2024-09-07","Albany, NY, US","Open 2.0-3.0","Lower Division (Medals)",1,"🥇 Gold Medal","None","sherms","Mason Hansen","izak krajeski"
"Smoothie King Cup - ERS Albany 2024","2024","2024-09-07","Albany, NY, US","Open 2.0-3.0","Lower Division (Medals)",2,"🥈 Silver Medal","None","Speedy Rabbits","Chad Lewandowski","Walter Withrow"
"Smoothie King Cup - ERS Albany 2024","2024","2024-09-07","Albany, NY, US","Open 2.0-3.0","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Double T","Thomas Chin","Tyler Leach"
"Smoothie King Cup - ERS Albany 2024","2024","2024-09-07","Albany, NY, US","Open 2.0-3.0","Lower Division (Medals)",4,"4th Place (No Award)","None","Goin Ballin'","Nayib Mall","Peter Meehan"
"Smoothie King Cup - ERS Albany 2024","2024","2024-09-07","Albany, NY, US","Open 4.5+","Lower Division (Medals)",1,"🥇 Gold Medal","None","Sah ECCITEDD","Sunny Gu","Thomas Hoffman"
"Smoothie King Cup - ERS Albany 2024","2024","2024-09-07","Albany, NY, US","Open 4.5+","Lower Division (Medals)",2,"🥈 Silver Medal","None","White Lotus Roundnet ","Ely Marciano","Mitchell Carter"
"Smoothie King Cup - ERS Albany 2024","2024","2024-09-07","Albany, NY, US","Open 4.5+","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Happy Heffalumps","Michael Catuccio","Matt Catuccio"
"Smoothie King Cup - ERS Albany 2024","2024","2024-09-07","Albany, NY, US","Open 4.5+","Lower Division (Medals)",4,"4th Place (No Award)","None","Unnecessarily Cheeky","Brandon Spector","blake rock"
"Heatwave Classic VII","2024","2024-09-07","Dallas, TX, US","Premier 5.0","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","3 Plate Combo","Matthew Cole","Luke Mowry"
"Heatwave Classic VII","2024","2024-09-07","Dallas, TX, US","Premier 5.0","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","NEM Phantom","Tyler Fernandez","Caleb Cummings"
"Heatwave Classic VII","2024","2024-09-07","Dallas, TX, US","Premier 5.0","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Abrams/Rose","Kieran Rose","Dan Abrams"
"Heatwave Classic VII","2024","2024-09-07","Dallas, TX, US","Premier 5.0","Top Tier (Glassware)",4,"4th Place (No Award)","None","Dinomite","Charlie Camarena","Auriel Wish"
"Heatwave Classic VII","2024","2024-09-07","Dallas, TX, US","Contender 4.5","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Reverse! Reverse!","Caleb Allen","Felipe Martinez"
"Heatwave Classic VII","2024","2024-09-07","Dallas, TX, US","Contender 4.5","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Quinntin Tarantimo","Quinn Hufler","Tim Gaskin"
"Heatwave Classic VII","2024","2024-09-07","Dallas, TX, US","Contender 4.5","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Straight Outta Brittingham","Anthony Winney","Devon Lee"
