Tournament,Year,Date,Location,Division,DivisionTier,Place,Award,GlasswareType,Team,Player1,Player2
"The Santa Cruz Grand Slam - Spikeball Challenger","2023","2023-06-10","Soquel, CA, US","Expert 5.0+","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Nutted on 875","Brandon Brown","fredric hinkle"
"The Santa Cruz Grand Slam - Spikeball Challenger","2023","2023-06-10","Soquel, CA, US","Expert 5.0+","Lower Division (Medals)",4,"4th Place (No Award)","None","Paq’s delinquent children","Garrett Carver","Xande Plaisted"
"The Santa Cruz Grand Slam - Spikeball Challenger","2023","2023-06-10","Soquel, CA, US","Womens 4.0+","Lower Division (Medals)",1,"🥇 Gold Medal","None","we’ll figure it out","Maddy Morehouse","Karah Hui"
"The Santa Cruz Grand Slam - Spikeball Challenger","2023","2023-06-10","Soquel, CA, US","Womens 4.0+","Lower Division (Medals)",2,"🥈 Silver Medal","None","crunchy","Katie Pierson","Tina Gulden"
"The Santa Cruz Grand Slam - Spikeball Challenger","2023","2023-06-10","Soquel, CA, US","Womens 4.0+","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Eskimo Sisters","Joelle Nguyen","Alexa Peusch"
"The Santa Cruz Grand Slam - Spikeball Challenger","2023","2023-06-10","Soquel, CA, US","Womens 4.0+","Lower Division (Medals)",4,"4th Place (No Award)","None","Outside Voices","Perrin York","Sebastiani Kim"
"The Santa Cruz Grand Slam - Spikeball Challenger","2023","2023-06-10","Soquel, CA, US","Mixed 4.0+","Lower Division (Medals)",1,"🥇 Gold Medal","None","Mixed Signals","Etienne Cote","Katie Pierson"
"The Santa Cruz Grand Slam - Spikeball Challenger","2023","2023-06-10","Soquel, CA, US","Mixed 4.0+","Lower Division (Medals)",2,"🥈 Silver Medal","None","WonkTea","Blake Bosak","Joelle Nguyen"
"The Santa Cruz Grand Slam - Spikeball Challenger","2023","2023-06-10","Soquel, CA, US","Mixed 4.0+","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Nelson / Lowe","Elle Lowe","Connor Nelson"
"The Santa Cruz Grand Slam - Spikeball Challenger","2023","2023-06-10","Soquel, CA, US","Mixed 4.0+","Lower Division (Medals)",4,"4th Place (No Award)","None","Agathokakological","Alexa Peusch","Trevor Barbosa"
"The Santa Cruz Grand Slam - Spikeball Challenger","2023","2023-06-10","Soquel, CA, US","Contender 4.5","Lower Division (Medals)",1,"🥇 Gold Medal","None","Queen Oglizabeth the First","Rafi Moldovsky","Oscar OBrien"
"The Santa Cruz Grand Slam - Spikeball Challenger","2023","2023-06-10","Soquel, CA, US","Contender 4.5","Lower Division (Medals)",2,"🥈 Silver Medal","None","Oppenheimer or Barbie","Nicolas Ramos","Nathan Robertt"
"The Santa Cruz Grand Slam - Spikeball Challenger","2023","2023-06-10","Soquel, CA, US","Contender 4.5","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Shibby Smalls","Kasey Shibayama","Jason Small"
"The Santa Cruz Grand Slam - Spikeball Challenger","2023","2023-06-10","Soquel, CA, US","Contender 4.5","Lower Division (Medals)",4,"4th Place (No Award)","None","Fitz","Michael Hayashi","Patrick Drucker"
"Queen City Classic - Spikeball Challenger 2023","2023","2023-06-17","Mooresville, NC, US","Intermediate 3.0","Lower Division (Medals)",1,"🥇 Gold Medal","None","(B)Ryan","Ryan Field","Bryan Covell"
"Queen City Classic - Spikeball Challenger 2023","2023","2023-06-17","Mooresville, NC, US","Intermediate 3.0","Lower Division (Medals)",2,"🥈 Silver Medal","None","Keep ‘Em Guess-ing","Haston Guess","Sebastian Diaz"
"Queen City Classic - Spikeball Challenger 2023","2023","2023-06-17","Mooresville, NC, US","Intermediate 3.0","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Boosters","Haywood Ferguson","kunal kanoi"
"Queen City Classic - Spikeball Challenger 2023","2023","2023-06-17","Mooresville, NC, US","Intermediate 3.0","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Six Foot Spike","Kevin Lane","Mitchell Welborn"
"Queen City Classic - Spikeball Challenger 2023","2023","2023-06-17","Mooresville, NC, US","Coed Advanced 4.0+","Lower Division (Medals)",1,"🥇 Gold Medal","None","TRP subtle","Joe Bondi","Ali Jenki"
"Queen City Classic - Spikeball Challenger 2023","2023","2023-06-17","Mooresville, NC, US","Coed Advanced 4.0+","Lower Division (Medals)",2,"🥈 Silver Medal","None","Little Bear ","Matthew Cole","Allie Foster"
"Queen City Classic - Spikeball Challenger 2023","2023","2023-06-17","Mooresville, NC, US","Coed Advanced 4.0+","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Gabraham Lincoln, Nebraska","Sarah Allen","Gabe Finocchi"
"Queen City Classic - Spikeball Challenger 2023","2023","2023-06-17","Mooresville, NC, US","Coed Advanced 4.0+","Lower Division (Medals)",4,"4th Place (No Award)","None","Chalked","Katie Pierson","Kieran Rose"
"Queen City Classic - Spikeball Challenger 2023","2023","2023-06-17","Mooresville, NC, US","Coed Intermediate 2.0-3.0","Lower Division (Medals)",1,"🥇 Gold Medal","None","Spiked punch","Samuel Corey","Heidi Layne"
"Queen City Classic - Spikeball Challenger 2023","2023","2023-06-17","Mooresville, NC, US","Coed Intermediate 2.0-3.0","Lower Division (Medals)",2,"🥈 Silver Medal","None","Due Diligence","Samantha Daniell","Ben Celestino"
"Queen City Classic - Spikeball Challenger 2023","2023","2023-06-17","Mooresville, NC, US","Coed Intermediate 2.0-3.0","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Team Bug","Kevin Lane","Kara Cleminw"
"Queen City Classic - Spikeball Challenger 2023","2023","2023-06-17","Mooresville, NC, US","Coed Intermediate 2.0-3.0","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Jeb","Jessica Harvey","Sebastian Diaz"
"Queen City Classic - Spikeball Challenger 2023","2023","2023-06-17","Mooresville, NC, US","Premier 5.0+","Lower Division (Medals)",1,"🥇 Gold Medal","None","F.F.","Gabe Finocchi","Brendan Ferreira"
"Queen City Classic - Spikeball Challenger 2023","2023","2023-06-17","Mooresville, NC, US","Premier 5.0+","Lower Division (Medals)",2,"🥈 Silver Medal","None","Creamy","Patric Chu","Ryan Marino"
"Queen City Classic - Spikeball Challenger 2023","2023","2023-06-17","Mooresville, NC, US","Premier 5.0+","Lower Division (Medals)",3,"🥉 Bronze Medal","None","TRP Spotless","Joe Bondi","Ryan Gross"
"Queen City Classic - Spikeball Challenger 2023","2023","2023-06-17","Mooresville, NC, US","Premier 5.0+","Lower Division (Medals)",4,"4th Place (No Award)","None","GFD","Andrew Sullivan","Justin Barr"
"Queen City Classic - Spikeball Challenger 2023","2023","2023-06-17","Mooresville, NC, US","Womens Advanced 4.0+","Lower Division (Medals)",1,"🥇 Gold Medal","None","Allen/Huffstetler","Sarah Allen","Maddie Huffstetler"
"Queen City Classic - Spikeball Challenger 2023","2023","2023-06-17","Mooresville, NC, US","Womens Advanced 4.0+","Lower Division (Medals)",2,"🥈 Silver Medal","None","Space Monkeys 🚀🐒","Stef Ding","Rafaela Bastos"
"Queen City Classic - Spikeball Challenger 2023","2023","2023-06-17","Mooresville, NC, US","Womens Advanced 4.0+","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Who?","Katie Pierson","Audrey Denmark"
"Queen City Classic - Spikeball Challenger 2023","2023","2023-06-17","Mooresville, NC, US","Womens Advanced 4.0+","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Raber/Piedmont","Delanie Raber","Abby Piedmont"
"Queen City Classic - Spikeball Challenger 2023","2023","2023-06-17","Mooresville, NC, US","Contender 4.5+","Lower Division (Medals)",1,"🥇 Gold Medal","None","Kap and Boo","Josh Kaplan","Gabriel Abood"
"Queen City Classic - Spikeball Challenger 2023","2023","2023-06-17","Mooresville, NC, US","Contender 4.5+","Lower Division (Medals)",2,"🥈 Silver Medal","None","Risky Business","Justin Kehoe","Kyle Fowler"
"Queen City Classic - Spikeball Challenger 2023","2023","2023-06-17","Mooresville, NC, US","Contender 4.5+","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Ian & Olivia","Ian Murphy","Olivia Jenki"
"Queen City Classic - Spikeball Challenger 2023","2023","2023-06-17","Mooresville, NC, US","Contender 4.5+","Lower Division (Medals)",4,"4th Place (No Award)","None","Gauntlet","Nathan Montgomery","Will Eckard"
"The San Diego Grand Slam - Spikeball Challenger 2023","2023","2023-06-17","San Diego, CA, US","Advanced 3.0+","Lower Division (Medals)",1,"🥇 Gold Medal","None","We hit on two","Vivek Ramchandran","Joe Caires"
"The San Diego Grand Slam - Spikeball Challenger 2023","2023","2023-06-17","San Diego, CA, US","Advanced 3.0+","Lower Division (Medals)",2,"🥈 Silver Medal","None","Northern Spikes","Zane Besler","Aaron Treece"
"The San Diego Grand Slam - Spikeball Challenger 2023","2023","2023-06-17","San Diego, CA, US","Advanced 3.0+","Lower Division (Medals)",3,"🥉 Bronze Medal","None","team intermediate","Michael Dobbs","Cooper Patcheak"
"The San Diego Grand Slam - Spikeball Challenger 2023","2023","2023-06-17","San Diego, CA, US","Advanced 3.0+","Lower Division (Medals)",4,"4th Place (No Award)","None","Hurricanes","Blake Kasama","Dylan Wong"
"The San Diego Grand Slam - Spikeball Challenger 2023","2023","2023-06-17","San Diego, CA, US","Intermediate 2.0+","Lower Division (Medals)",1,"🥇 Gold Medal","None","The Glizzies","Martin Ramirez","Brandon Ann"
"The San Diego Grand Slam - Spikeball Challenger 2023","2023","2023-06-17","San Diego, CA, US","Intermediate 2.0+","Lower Division (Medals)",2,"🥈 Silver Medal","None","ELiminators","Micah Lim","Emily Okabe"
"The San Diego Grand Slam - Spikeball Challenger 2023","2023","2023-06-17","San Diego, CA, US","Intermediate 2.0+","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Shame Eggs","Madison Rohr","Tanner Rohr"
"The San Diego Grand Slam - Spikeball Challenger 2023","2023","2023-06-17","San Diego, CA, US","Intermediate 2.0+","Lower Division (Medals)",4,"4th Place (No Award)","None","Guys Being Dudes","Vlad Trofimov","Ian Sanders"
"The San Diego Grand Slam - Spikeball Challenger 2023","2023","2023-06-17","San Diego, CA, US","Womens 4.0+","Lower Division (Medals)",1,"🥇 Gold Medal","None","Gulden/Hui","Tina Gulden","Karah Hui"
"The San Diego Grand Slam - Spikeball Challenger 2023","2023","2023-06-17","San Diego, CA, US","Womens 4.0+","Lower Division (Medals)",2,"🥈 Silver Medal","None","Nyguendy Wu Homecoming Warrior","Kayla Wu-Fleming","Joelle Nguyen"
"The San Diego Grand Slam - Spikeball Challenger 2023","2023","2023-06-17","San Diego, CA, US","Womens 4.0+","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Anderson/Savage","Camille Anderson","Kirstie Savage"
"The San Diego Grand Slam - Spikeball Challenger 2023","2023","2023-06-17","San Diego, CA, US","Womens 4.0+","Lower Division (Medals)",4,"4th Place (No Award)","None","Soft Serve","Perrin York","Kayla Ngai"
"The San Diego Grand Slam - Spikeball Challenger 2023","2023","2023-06-17","San Diego, CA, US","Mixed 4.0+","Lower Division (Medals)",1,"🥇 Gold Medal","None","Bantwea Court","Will Picone","Joelle Nguyen"
"The San Diego Grand Slam - Spikeball Challenger 2023","2023","2023-06-17","San Diego, CA, US","Mixed 4.0+","Lower Division (Medals)",2,"🥈 Silver Medal","None","Pork and Ham","Perrin York","Buddy Hammon"
"The San Diego Grand Slam - Spikeball Challenger 2023","2023","2023-06-17","San Diego, CA, US","Mixed 4.0+","Lower Division (Medals)",3,"🥉 Bronze Medal","None","TRP Cute Alphas","Rahul Murthy","Karah Hui"
"The San Diego Grand Slam - Spikeball Challenger 2023","2023","2023-06-17","San Diego, CA, US","Mixed 4.0+","Lower Division (Medals)",4,"4th Place (No Award)","None","Your Parents","Kayla Wu-Fleming","Drew Cummins"
"The San Diego Grand Slam - Spikeball Challenger 2023","2023","2023-06-17","San Diego, CA, US","Contender 4.5","Lower Division (Medals)",1,"🥇 Gold Medal","None","Don’t Open the Box","Derek McRea","Ryan Baillargeon"
"The San Diego Grand Slam - Spikeball Challenger 2023","2023","2023-06-17","San Diego, CA, US","Contender 4.5","Lower Division (Medals)",2,"🥈 Silver Medal","None","Ho Jiah","Seth Holbrook","Isaac Holbrook"
"The San Diego Grand Slam - Spikeball Challenger 2023","2023","2023-06-17","San Diego, CA, US","Contender 4.5","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Guder Changeup","Isaiah Sanborn","Thomas Pence"
"The San Diego Grand Slam - Spikeball Challenger 2023","2023","2023-06-17","San Diego, CA, US","Contender 4.5","Lower Division (Medals)",4,"4th Place (No Award)","None","Big Brown Johnson","Noah Johnson","Cody Brown"
"The San Diego Grand Slam - Spikeball Challenger 2023","2023","2023-06-17","San Diego, CA, US","Expert 5.0+","Lower Division (Medals)",1,"🥇 Gold Medal","None","Bad Combo","Will Picone","Rahul Murthy"
"The San Diego Grand Slam - Spikeball Challenger 2023","2023","2023-06-17","San Diego, CA, US","Expert 5.0+","Lower Division (Medals)",2,"🥈 Silver Medal","None","Cigar Boys","Grant Laughlin","Dan Abrams"
"The San Diego Grand Slam - Spikeball Challenger 2023","2023","2023-06-17","San Diego, CA, US","Expert 5.0+","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Etienne/Eddy","Etienne Cote","Eddy Leung"
"The San Diego Grand Slam - Spikeball Challenger 2023","2023","2023-06-17","San Diego, CA, US","Expert 5.0+","Lower Division (Medals)",4,"4th Place (No Award)","None","Beach Waffle","Matthew Burrows","Caleb Cummings"
"The NOVA Clash | Spikeball Challenger 2023 | DAY 1","2023","2023-06-24","Gainesville, VA, US","4.0+ Women's Advanced","Lower Division (Medals)",1,"🥇 Gold Medal","None","Royalty","Laurence Vallée","Katie Pierson"
"The NOVA Clash | Spikeball Challenger 2023 | DAY 1","2023","2023-06-24","Gainesville, VA, US","4.0+ Women's Advanced","Lower Division (Medals)",2,"🥈 Silver Medal","None","teenage petulance","Sarah Allen","Kalin Morgan"
"The NOVA Clash | Spikeball Challenger 2023 | DAY 1","2023","2023-06-24","Gainesville, VA, US","4.0+ Women's Advanced","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Veggie Tales","Allie Foster","Shachi Patel"
"The NOVA Clash | Spikeball Challenger 2023 | DAY 1","2023","2023-06-24","Gainesville, VA, US","4.0+ Women's Advanced","Lower Division (Medals)",4,"4th Place (No Award)","None","Goofy Goobers","Alyssa Drain","Katheleen Phan"
"The NOVA Clash | Spikeball Challenger 2023 | DAY 1","2023","2023-06-24","Gainesville, VA, US","4.5+ Contender (Open)","Lower Division (Medals)",1,"🥇 Gold Medal","None","Quick Draw","Caleb White","Pat Marinich"
"The NOVA Clash | Spikeball Challenger 2023 | DAY 1","2023","2023-06-24","Gainesville, VA, US","4.5+ Contender (Open)","Lower Division (Medals)",2,"🥈 Silver Medal","None","Jungle Juice","Nathan Goh","Kyle Jeung"
"The NOVA Clash | Spikeball Challenger 2023 | DAY 1","2023","2023-06-24","Gainesville, VA, US","4.5+ Contender (Open)","Lower Division (Medals)",3,"🥉 Bronze Medal","None","silva stokes","Brandon Stokes","John Silva"
"The NOVA Clash | Spikeball Challenger 2023 | DAY 1","2023","2023-06-24","Gainesville, VA, US","4.5+ Contender (Open)","Lower Division (Medals)",4,"4th Place (No Award)","None","Washed BUTTER","Zak Kovatch","Levi Rogers"
"The NOVA Clash | Spikeball Challenger 2023 | DAY 1","2023","2023-06-24","Gainesville, VA, US","4.0 Open Advanced","Lower Division (Medals)",1,"🥇 Gold Medal","None","Big Budis","Nathaniel Suryabudi","Jonathan Guo"
"The NOVA Clash | Spikeball Challenger 2023 | DAY 1","2023","2023-06-24","Gainesville, VA, US","4.0 Open Advanced","Lower Division (Medals)",2,"🥈 Silver Medal","None","Shorter & Taller","Yanai Hamel-Sasson","Rachel Dolan"
"The NOVA Clash | Spikeball Challenger 2023 | DAY 1","2023","2023-06-24","Gainesville, VA, US","4.0 Open Advanced","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Wet Fleece","Sam Pasti","Bryan Covell"
"The NOVA Clash | Spikeball Challenger 2023 | DAY 1","2023","2023-06-24","Gainesville, VA, US","4.0 Open Advanced","Lower Division (Medals)",4,"4th Place (No Award)","None","Big Time Roundnet","Olivia Leach","CJ Mierchuk"
"The NOVA Clash | Spikeball Challenger 2023 | DAY 1","2023","2023-06-24","Gainesville, VA, US","2.0-3.0 Open Intermediate","Lower Division (Medals)",1,"🥇 Gold Medal","None","Wet Fleece","Sam Pasti","Bryan Covell"
"The NOVA Clash | Spikeball Challenger 2023 | DAY 1","2023","2023-06-24","Gainesville, VA, US","2.0-3.0 Open Intermediate","Lower Division (Medals)",2,"🥈 Silver Medal","None","Spike It Like It's Hot","Justin Woffinden","Emma Hales"
"The NOVA Clash | Spikeball Challenger 2023 | DAY 1","2023","2023-06-24","Gainesville, VA, US","2.0-3.0 Open Intermediate","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Le Pass Down","Baillie Olin","Aaron Witkin"
"The NOVA Clash | Spikeball Challenger 2023 | DAY 1","2023","2023-06-24","Gainesville, VA, US","2.0-3.0 Open Intermediate","Lower Division (Medals)",4,"4th Place (No Award)","None","Simply Bad","Abigail Lannetti","Kelly Field"
"The NOVA Clash | Spikeball Challenger 2023 | DAY 1","2023","2023-06-24","Gainesville, VA, US","5.0+ Premier (Open)","Lower Division (Medals)",1,"🥇 Gold Medal","None","TRP Spotless","Joe Bondi","Ryan Gross"
"The NOVA Clash | Spikeball Challenger 2023 | DAY 1","2023","2023-06-24","Gainesville, VA, US","5.0+ Premier (Open)","Lower Division (Medals)",2,"🥈 Silver Medal","None","Bot House","Owen Lippman","West Peterson"
"The NOVA Clash | Spikeball Challenger 2023 | DAY 1","2023","2023-06-24","Gainesville, VA, US","5.0+ Premier (Open)","Lower Division (Medals)",3,"🥉 Bronze Medal","None","TRP Volley Dawgs","Noah Luskus","Will Picone"
"The NOVA Clash | Spikeball Challenger 2023 | DAY 1","2023","2023-06-24","Gainesville, VA, US","5.0+ Premier (Open)","Lower Division (Medals)",4,"4th Place (No Award)","None","Autonomous","Tyler Fernandez","Chase Meyer"
"The Portland Open - Spikeball Challenger 2023","2023","2023-07-01","Beaverton, OR, US","Premier 5.0+","Lower Division (Medals)",1,"🥇 Gold Medal","None","Insystem","Etienne Cote","Blake Bosak"
"The Portland Open - Spikeball Challenger 2023","2023","2023-07-01","Beaverton, OR, US","Premier 5.0+","Lower Division (Medals)",2,"🥈 Silver Medal","None","Profit Boost","Justin Shaytar","Kieran Rose"
"The Portland Open - Spikeball Challenger 2023","2023","2023-07-01","Beaverton, OR, US","Premier 5.0+","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Sub Par","Jacob Payer","Brandon Brown"
"The Portland Open - Spikeball Challenger 2023","2023","2023-07-01","Beaverton, OR, US","Premier 5.0+","Lower Division (Medals)",4,"4th Place (No Award)","None","Faze up","Brooks Massey","Paq Clifford"
"The Portland Open - Spikeball Challenger 2023","2023","2023-07-01","Beaverton, OR, US","Contender 4.5+","Lower Division (Medals)",1,"🥇 Gold Medal","None","Outside Smoke","Elijah Kim","lucas peng"
"The Portland Open - Spikeball Challenger 2023","2023","2023-07-01","Beaverton, OR, US","Contender 4.5+","Lower Division (Medals)",2,"🥈 Silver Medal","None","ChaRizzma","curtis lawrence","Jack Hart"
"The Portland Open - Spikeball Challenger 2023","2023","2023-07-01","Beaverton, OR, US","Contender 4.5+","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Leftovers","Joey Carmichael","Sam Clarke"
"The Portland Open - Spikeball Challenger 2023","2023","2023-07-01","Beaverton, OR, US","Contender 4.5+","Lower Division (Medals)",4,"4th Place (No Award)","None","Kyler/Ryker","Ryker Brann","Kyler Cote"
"The Portland Open - Spikeball Challenger 2023","2023","2023-07-01","Beaverton, OR, US","Advanced 4.0","Lower Division (Medals)",1,"🥇 Gold Medal","None","Belay on","Garrett Thomas","Jimmy Chung"
"The Portland Open - Spikeball Challenger 2023","2023","2023-07-01","Beaverton, OR, US","Advanced 4.0","Lower Division (Medals)",2,"🥈 Silver Medal","None","You set me up","Brock Cottle","Ryan Armstrong"
"The Portland Open - Spikeball Challenger 2023","2023","2023-07-01","Beaverton, OR, US","Advanced 4.0","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Dad Bod Squad","Michael Lindeken","Joshua Coder"
"The Portland Open - Spikeball Challenger 2023","2023","2023-07-01","Beaverton, OR, US","Advanced 4.0","Lower Division (Medals)",4,"4th Place (No Award)","None","2 Bros 1 Ball","Zachary Kolokithas","Dustin Bishop"
"The Portland Open - Spikeball Challenger 2023","2023","2023-07-01","Beaverton, OR, US","Intermediate 3.0","Lower Division (Medals)",1,"🥇 Gold Medal","None","Dawgs to 15","Brad DeJager","David Brockman"
"The Portland Open - Spikeball Challenger 2023","2023","2023-07-01","Beaverton, OR, US","Intermediate 3.0","Lower Division (Medals)",2,"🥈 Silver Medal","None","Old Married Couple","Brandon Norby","Sarah Norby"
"The Portland Open - Spikeball Challenger 2023","2023","2023-07-01","Beaverton, OR, US","Intermediate 3.0","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Smokin G and the Menno-Nets","Jared Miller","Andrew Kreider Glick"
"The Portland Open - Spikeball Challenger 2023","2023","2023-07-01","Beaverton, OR, US","Intermediate 3.0","Lower Division (Medals)",4,"4th Place (No Award)","None","Tío and Daddy","Evan Peterson","Richard Gutierrez "
"The Portland Open - Spikeball Challenger 2023","2023","2023-07-01","Beaverton, OR, US","Women's Advanced 4.0+","Lower Division (Medals)",1,"🥇 Gold Medal","None","Veggie Tales","Allie Foster","Shachi Patel"
"The Portland Open - Spikeball Challenger 2023","2023","2023-07-01","Beaverton, OR, US","Women's Advanced 4.0+","Lower Division (Medals)",2,"🥈 Silver Medal","None","Sato/Lowe","Elle Lowe","Malia Sato"
"The Portland Open - Spikeball Challenger 2023","2023","2023-07-01","Beaverton, OR, US","Women's Advanced 4.0+","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Dinh/Gahley","Bethany Dinh","Nicol Gahley"
"The Portland Open - Spikeball Challenger 2023","2023","2023-07-01","Beaverton, OR, US","Women's Advanced 4.0+","Lower Division (Medals)",4,"4th Place (No Award)","None","$A ton of Chang$","Maia Small","Christine Chang"
"The Portland Open - Spikeball Challenger 2023","2023","2023-07-01","Beaverton, OR, US","Mixed Advanced 4.0+","Lower Division (Medals)",1,"🥇 Gold Medal","None","Fresh Prince of DeLair","Judy Tian","Blake Bosak"
"The Portland Open - Spikeball Challenger 2023","2023","2023-07-01","Beaverton, OR, US","Mixed Advanced 4.0+","Lower Division (Medals)",2,"🥈 Silver Medal","None","Flotato","Maddy Morehouse","Nick Wideman"
"The Portland Open - Spikeball Challenger 2023","2023","2023-07-01","Beaverton, OR, US","Mixed Advanced 4.0+","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Nelson / Lowe","Elle Lowe","Connor Nelson"
"The Portland Open - Spikeball Challenger 2023","2023","2023-07-01","Beaverton, OR, US","Mixed Advanced 4.0+","Lower Division (Medals)",4,"4th Place (No Award)","None","Non-Profit","Kieran Rose","Malia Sato"
"Long Island Classic - Spikeball Challenger 2023","2023","2023-07-08","Central Islip, NY, US","Premier (5.0+)","Lower Division (Medals)",1,"🥇 Gold Medal","None","Guachos","Josh Fragiacomo","Ryan Oswalt"
"Long Island Classic - Spikeball Challenger 2023","2023","2023-07-08","Central Islip, NY, US","Premier (5.0+)","Lower Division (Medals)",2,"🥈 Silver Medal","None","RVA Spike","Brayden Latham","Will Picone"
"Long Island Classic - Spikeball Challenger 2023","2023","2023-07-08","Central Islip, NY, US","Premier (5.0+)","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Sweet Nothings","Noah Luskus","Brendan Ferreira"
"Long Island Classic - Spikeball Challenger 2023","2023","2023-07-08","Central Islip, NY, US","Premier (5.0+)","Lower Division (Medals)",4,"4th Place (No Award)","None","M. Model / R. Santiago","Ricky Santiago","Max Model"
"Long Island Classic - Spikeball Challenger 2023","2023","2023-07-08","Central Islip, NY, US","Contender (4.5)","Lower Division (Medals)",1,"🥇 Gold Medal","None","Absolutely Torqued","Isaac Staats","Alex Newton"
"Long Island Classic - Spikeball Challenger 2023","2023","2023-07-08","Central Islip, NY, US","Contender (4.5)","Lower Division (Medals)",2,"🥈 Silver Medal","None","Asioneer","Jerry Lee","CHOU PO-JUI"
"Long Island Classic - Spikeball Challenger 2023","2023","2023-07-08","Central Islip, NY, US","Contender (4.5)","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Low Expectations","Riley LeBlanc","Alex LeBlanc"
"Long Island Classic - Spikeball Challenger 2023","2023","2023-07-08","Central Islip, NY, US","Contender (4.5)","Lower Division (Medals)",4,"4th Place (No Award)","None","Bootycheeks","Greg Bove","Michael Nelson"
"Long Island Classic - Spikeball Challenger 2023","2023","2023-07-08","Central Islip, NY, US","Advanced (4.0)","Lower Division (Medals)",1,"🥇 Gold Medal","None","Panda","Matthew Li","Ryan Hoang"
"Long Island Classic - Spikeball Challenger 2023","2023","2023-07-08","Central Islip, NY, US","Advanced (4.0)","Lower Division (Medals)",2,"🥈 Silver Medal","None","Pulchritudinous Callipygians","Collin Wickramaratna","Nate Kunz"
"Long Island Classic - Spikeball Challenger 2023","2023","2023-07-08","Central Islip, NY, US","Advanced (4.0)","Lower Division (Medals)",3,"🥉 Bronze Medal","None","aced and confused","Wilson Jablonski","JP Jablonski"
"Long Island Classic - Spikeball Challenger 2023","2023","2023-07-08","Central Islip, NY, US","Advanced (4.0)","Lower Division (Medals)",4,"4th Place (No Award)","None","Cafe Buza","Zachary Amendola","Jack Briggs"
"Long Island Classic - Spikeball Challenger 2023","2023","2023-07-08","Central Islip, NY, US","Intermediate (3.0)","Lower Division (Medals)",1,"🥇 Gold Medal","None","Amateur Hitmen","Conor Chickos","Jason Lin"
"Long Island Classic - Spikeball Challenger 2023","2023","2023-07-08","Central Islip, NY, US","Intermediate (3.0)","Lower Division (Medals)",2,"🥈 Silver Medal","None","Fear","Jessica Panuccio","Abby Norris"
"Long Island Classic - Spikeball Challenger 2023","2023","2023-07-08","Central Islip, NY, US","Intermediate (3.0)","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Tom and Joey","Thomas Gomez","Joe  Amabile"
"Long Island Classic - Spikeball Challenger 2023","2023","2023-07-08","Central Islip, NY, US","Intermediate (3.0)","Lower Division (Medals)",4,"4th Place (No Award)","None","Dirty Mike and the Boys","Kenny Legan","Doug Clawson"
"Long Island Classic - Spikeball Challenger 2023","2023","2023-07-08","Central Islip, NY, US","Mixed / Co-ED Advanced (4.0+)","Lower Division (Medals)",1,"🥇 Gold Medal","None","Lamontagne/Bingham","Abigale Lamontagne","Jared Bingham"
"Long Island Classic - Spikeball Challenger 2023","2023","2023-07-08","Central Islip, NY, US","Mixed / Co-ED Advanced (4.0+)","Lower Division (Medals)",2,"🥈 Silver Medal","None","California Girls","Lucas Pruett","Malia Wanderer"
"Long Island Classic - Spikeball Challenger 2023","2023","2023-07-08","Central Islip, NY, US","Mixed / Co-ED Advanced (4.0+)","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Jumbo Shrimp","Matt Spolarich","Lourna Szabanos"
"Long Island Classic - Spikeball Challenger 2023","2023","2023-07-08","Central Islip, NY, US","Mixed / Co-ED Advanced (4.0+)","Lower Division (Medals)",4,"4th Place (No Award)","None","Avec Dream","Jerry Lee","Carina Kuo"
"Windy City Classic-Spikeball Challenger 2023","2023","2023-07-08","Schaumburg, IL, US","Premier(5.0)","Lower Division (Medals)",1,"🥇 Gold Medal","None","Rogue","Thomas Hamilton","Ryan Marino"
